SequenceName	ClusterNumber
hCoV_19_HongKong_CUHK1_2020_EPI_ISL_416314	27
hCoV_19_Guangzhou_GZMU0042_2020_EPI_ISL_414688	27
hCoV_19_China_2020XN4291_P0038_2020_EPI_ISL_413889	27
hCoV_19_Australia_NSW04_2020_EPI_ISL_417030	27
BetaCoV_Shenzhen_HKU_SZ_005_2020_EPI_ISL_405839	27
BetaCoV_Japan_TY_WK_521_2020_EPI_ISL_408667	27
BetaCoV_Japan_TY_WK_012_2020_EPI_ISL_408665	27
hCoV_19_China_GD2020234_P0023_2020_EPI_ISL_413855	27
hCoV_19_China_GD2020086_P0021_2020_EPI_ISL_413862	27
hCoV_19_Canada_BC_83109_2020_EPI_ISL_415588	27
hCoV_19_Canada_BC_41851_2020_EPI_ISL_415584	27
hCoV_19_China_Shanghai_SH0109_EPI_ISL_416398	27
hCoV_19_China_FS_S42_P0046_2020_EPI_ISL_413869	27
hCoV_19_Netherlands_Oss_1363500_2020_EPI_ISL_413581	27
hCoV_19_Netherlands_Nieuwendijk_1363582_2020_EPI_ISL_413578	27
BetaCoV_England_02_2020_EPI_ISL_407073	27
hCoV_19_Australia_VIC02_2020_EPI_ISL_416410	27
hCoV_19_USA_UPHL_01_2020_EPI_ISL_415539	27
hCoV_19_Japan_DP0236_2020_EPI_ISL_416585	27
hCoV_19_Japan_DP0200_2020_EPI_ISL_416584	27
hCoV_19_Japan_DP0190_2020_EPI_ISL_416581	27
hCoV_19_Japan_DP0158_2020_EPI_ISL_416579	27
hCoV_19_Japan_DP0037_2020_EPI_ISL_416567	27
hCoV_19_Japan_DP0027_2020_EPI_ISL_416566	27
hCoV_19_China_Shanghai_SH0042_EPI_ISL_416351	27
BetaCoV_France_IDF0571_2020_EPI_ISL_411218	27
BetaCoV_France_IDF0515_isl_2020_EPI_ISL_410984	27
BetaCoV_France_IDF0515_2020_EPI_ISL_408430	27
hCoV_19_Guangzhou_GZMU0030_2020_EPI_ISL_414686	27
hCoV_19_Guangzhou_GZMU0030_2020_EPI_ISL_414685	27
hCoV_19_Guangzhou_GZMU0030_2020_EPI_ISL_414684	27
hCov_19_Netherlands_NoordBrabant_68_2020_EPI_ISL_415524	27
hCov_19_Netherlands_NoordBrabant_57_2020_EPI_ISL_415513	27
hCov_19_Netherlands_NoordBrabant_52_2020_EPI_ISL_415508	27
hCov_19_Netherlands_NoordBrabant_49_2020_EPI_ISL_415506	27
hCov_19_Netherlands_NoordBrabant_48_2020_EPI_ISL_415505	27
hCov_19_Netherlands_NoordBrabant_44_2020_EPI_ISL_415501	27
hCov_19_Netherlands_NA_22_2020_EPI_ISL_415479	27
hCoV_19_Wales_PHW28_2020_EPI_ISL_415659	27
hCoV_19_Wales_PHW26_2020_EPI_ISL_415918	27
hCoV_19_USA_MN2_MDH2_2020_EPI_ISL_414589	27
hCoV_19_USA_CruiseA_2_2020_EPI_ISL_413607	27
hCoV_19_USA_CruiseA_26_2020_EPI_ISL_414485	27
hCoV_19_USA_CruiseA_1_2020_EPI_ISL_413606	27
hCoV_19_USA_CA_CDPH_UC2_2020_EPI_ISL_413558	27
hCoV_19_Shanghai_SH01_2020_EPI_ISL_414510	27
hCoV_19_Netherlands_ZuidHolland_7_2020_EPI_ISL_414467	27
hCoV_19_Netherlands_ZuidHolland_21_2020_EPI_ISL_414563	27
hCoV_19_Netherlands_Utrecht_12_2020_EPI_ISL_414462	27
hCoV_19_Netherlands_Tilburg__2020_EPI_ISL_413585	27
hCoV_19_Netherlands_Overijssel_2_2020_EPI_ISL_414550	27
hCoV_19_Netherlands_NoordBrabant_38_2020_EPI_ISL_414547	27
hCoV_19_Netherlands_NoordBrabant_29_2020_EPI_ISL_414538	27
hCoV_19_Netherlands_NoordBrabant_28_2020_EPI_ISL_414537	27
hCoV_19_Netherlands_NoordBrabant_24_2020_EPI_ISL_414533	27
hCoV_19_Netherlands_NoordBrabant_19_2020_EPI_ISL_414459	27
hCoV_19_Netherlands_NoordBrabant_18_2020_EPI_ISL_414458	27
hCoV_19_Netherlands_NoordBrabant_11_2020_EPI_ISL_414432	27
hCoV_19_Netherlands_NoordBrabant_10_2020_EPI_ISL_414431	27
hCoV_19_Netherlands_Loon_op_zand_1363512_2020_EPI_ISL_413576	27
hCoV_19_Netherlands_Limburg_7_2020_EPI_ISL_415464	27
hCoV_19_Netherlands_Hardinxveld_Giessendam_1364806_2020_EPI_ISL_413573	27
hCoV_19_Netherlands_Dalen_1363624_2020_EPI_ISL_413568	27
hCoV_19_Netherlands_Coevorden_1363618_2020_EPI_ISL_413567	27
hCoV_19_Malaysia_MKAK_CL_2020_7554_2020_EPI_ISL_416907	27
hCoV_19_Japan_DP0880_2020_EPI_ISL_416633	27
hCoV_19_Japan_DP0803_2020_EPI_ISL_416630	27
hCoV_19_Japan_DP0779_2020_EPI_ISL_416626	27
hCoV_19_Japan_DP0752_2020_EPI_ISL_416622	27
hCoV_19_Japan_DP0743_2020_EPI_ISL_416621	27
hCoV_19_Japan_DP0724_2020_EPI_ISL_416620	27
hCoV_19_Japan_DP0700_2020_EPI_ISL_416618	27
hCoV_19_Japan_DP0687_2020_EPI_ISL_416614	27
hCoV_19_Japan_DP0645_2020_EPI_ISL_416612	27
hCoV_19_Japan_DP0588_2020_EPI_ISL_416610	27
hCoV_19_Japan_DP0544_2020_EPI_ISL_416608	27
hCoV_19_Japan_DP0543_2020_EPI_ISL_416607	27
hCoV_19_Japan_DP0361_2020_EPI_ISL_416599	27
hCoV_19_Japan_DP0357_2020_EPI_ISL_416598	27
hCoV_19_Japan_DP0311_2020_EPI_ISL_416593	27
hCoV_19_Japan_DP0290_2020_EPI_ISL_416591	27
hCoV_19_Japan_DP0286_2020_EPI_ISL_416588	27
hCoV_19_Japan_DP0196_2020_EPI_ISL_416583	27
hCoV_19_Japan_DP0152_2020_EPI_ISL_416578	27
hCoV_19_Japan_DP0077_2020_EPI_ISL_416571	27
hCoV_19_Hong_Kong_case78_VM20002849_2020_EPI_ISL_414571	27
hCoV_19_Hong_Kong_case48_VM20002507_2020_EPI_ISL_414528	27
hCoV_19_Guangdong_JM_S1_P0062_2020_EPI_ISL_413902	27
hCoV_19_Guangdong_GDSZ202004_P0004_2020_EPI_ISL_413879	27
hCoV_19_Guangdong_GD2020258_P0018_2020_EPI_ISL_413878	27
hCoV_19_Guangdong_FS_S50_P0053_2020_EPI_ISL_413893	27
hCoV_19_Guangdong_DG_S2_P0054_2020_EPI_ISL_413894	27
hCoV_19_Germany_NRW_06_2020_EPI_ISL_414505	27
hCoV_19_Germany_NRW_05_2020_EPI_ISL_414504	27
hCoV_19_Germany_NRW_03_2020_EPI_ISL_414498	27
hCoV_19_Germany_NRW_02_1_2020_EPI_ISL_414497	27
hCoV_19_China_WF0024_2020_EPI_ISL_413753	27
hCoV_19_China_WF0004_2020_EPI_ISL_413694	27
hCoV_19_China_WF0003_2020_EPI_ISL_413693	27
hCoV_19_China_WF0002_2020_EPI_ISL_413692	27
hCoV_19_China_Shanghai_SH0093_EPI_ISL_416389	27
hCoV_19_China_Shanghai_SH0083_EPI_ISL_416384	27
hCoV_19_China_Shanghai_SH0076_EPI_ISL_416379	27
hCoV_19_China_Shanghai_SH0067_EPI_ISL_416370	27
hCoV_19_China_Shanghai_SH0040_EPI_ISL_416349	27
hCoV_19_China_Shanghai_SH0031_EPI_ISL_416340	27
hCoV_19_China_Shanghai_SH0012_EPI_ISL_416325	27
hCoV_19_China_Shanghai_SH0011_EPI_ISL_416324	27
hCoV_19_China_GDFS2020054_P0005_2020_EPI_ISL_413850	27
hCoV_19_China_GDFS2020052_P0025_2020_EPI_ISL_413875	27
hCoV_19_China_GD2020115_P0009_2020_EPI_ISL_413884	27
hCoV_19_China_GD2020087_P0008_2020_EPI_ISL_413863	27
hCoV_19_China_GD2020080_P0010_2020_EPI_ISL_413861	27
hCoV_19_Brazil_SPBR_11_2020_EPI_ISL_416033	27
BetaCov_Wuhan_WH01_2019_EPI_ISL_406798	27
BetaCov_Taiwan_NTU02_2020_EPI_ISL_410218	27
BetaCoV_Zhejiang_WZ_01_2020_EPI_ISL_404227	27
BetaCoV_Wuhan_WIV07_2019_EPI_ISL_402130	27
BetaCoV_Wuhan_WIV05_2019_EPI_ISL_402128	27
BetaCoV_Wuhan_WIV02_2019_EPI_ISL_402127	27
BetaCoV_Wuhan_IVDC_HB_envF13_2020_EPI_ISL_408511	27
BetaCoV_Wuhan_IVDC_HB_05_2019_EPI_ISL_402121	27
BetaCoV_Wuhan_IVDC_HB_04_2020_EPI_ISL_402120	27
BetaCoV_USA_CA5_2020_EPI_ISL_408010	27
BetaCoV_USA_CA2_2020_EPI_ISL_406036	27
BetaCoV_Sydney_2_2020_EPI_ISL_408976	27
BetaCoV_Singapore_9_2020_EPI_ISL_410715	27
BetaCoV_Singapore_8_2020_EPI_ISL_410714	27
BetaCoV_Singapore_7_2020_EPI_ISL_410713	27
BetaCoV_Singapore_5_2020_EPI_ISL_410536	27
BetaCoV_Singapore_11_2020_EPI_ISL_410719	27
BetaCoV_Singapore_10_2020_EPI_ISL_410716	27
BetaCoV_Japan_TK_20_31_3_2020_EPI_ISL_413459	27
BetaCoV_Japan_Hu_DP_Kng_19_027_2020_EPI_ISL_412969	27
BetaCoV_Japan_AI_I_004_2020_EPI_ISL_407084	27
BetaCoV_Italy_SPL1_2020__EPI_ISL_412974	27
BetaCoV_Italy_INMI1_isl_2020_EPI_ISL_410545	27
BetaCoV_Italy_INMI1_cs_2020_EPI_ISL_410546	27
BetaCoV_Hong_Kong_VM20001988_2020_EPI_ISL_412029	27
BetaCoV_Fujian_13_2020_EPI_ISL_411066	27
BetaCoV_France_IDF0386_2020_EPI_ISL_411220	27
BetaCoV_France_IDF0386_2020_EPI_ISL_411219	27
BetaCoV_France_IDF0373_2020_EPI_ISL_406597	27
BetaCoV_France_IDF0372_2020_EPI_ISL_410720	27
BetaCoV_France_IDF0372_2020_EPI_ISL_406596	27
hCoV_19_Japan_TKYE6182_2020_EPI_ISL_414511	27
hCoV_19_China_Shanghai_SH0088_EPI_ISL_416387	27
hCoV_19_China_Shanghai_SH0055_EPI_ISL_416363	27
hCoV_19_China_Shanghai_SH0053_EPI_ISL_416361	27
hCoV_19_China_Shanghai_SH0051_EPI_ISL_416359	27
hCoV_19_China_GD2020246_P0028_2020_EPI_ISL_413864	27
BetaCoV_Japan_KY_V_029_2020_EPI_ISL_408669	27
BetaCoV_Guangzhou_20SF206_2020_EPI_ISL_406533	27
hCoV_19_China_Shanghai_SH0050_EPI_ISL_416358	27
BetaCoV_USA_CA4_2020_EPI_ISL_408009	27
BetaCoV_USA_CA3_2020_EPI_ISL_408008	27
BetaCoV_Shenzhen_SZTH_003_2020_EPI_ISL_406594	27
BetaCoV_Foshan_20SF207_2020_EPI_ISL_406534	27
hCov_19_Netherlands_NoordBrabant_51_2020_EPI_ISL_415507	27
hCov_19_Netherlands_NA_32_2020_EPI_ISL_415489	27
hCoV_19_USA_CruiseA_8_2020_EPI_ISL_413613	27
hCoV_19_USA_CruiseA_25_2020_EPI_ISL_414484	27
hCoV_19_USA_CruiseA_18_2020_EPI_ISL_413623	27
hCoV_19_USA_CruiseA_17_2020_EPI_ISL_413622	27
hCoV_19_USA_CruiseA_12_2020_EPI_ISL_413617	27
hCoV_19_USA_CruiseA_11_2020_EPI_ISL_413616	27
hCoV_19_USA_CruiseA_10_2020_EPI_ISL_413615	27
hCoV_19_USA_CA_CDPH_UC4_2020_EPI_ISL_413561	27
hCoV_19_Scotland_EDB012_2020_EPI_ISL_415638	27
hCoV_19_Scotland_CVR06_2020_EPI_ISL_415628	27
hCoV_19_Scotland_CVR04_2020_EPI_ISL_414026	27
hCoV_19_Scotland_CVR02_2020_EPI_ISL_414024	27
hCoV_19_Netherlands_Utrecht_12_2020_EPI_ISL_414551	27
hCoV_19_Netherlands_Rotterdam_1364040_2020_EPI_ISL_413583	27
hCoV_19_Netherlands_Rotterdam_1363790_2020_EPI_ISL_413582	27
hCoV_19_Netherlands_Naarden_1364774_2020_EPI_ISL_413577	27
hCoV_19_Netherlands_Andel_1365066_2020_EPI_ISL_413564	27
hCoV_19_Malaysia_MKAK_CL_2020_5047_2020_EPI_ISL_416866	27
hCoV_19_Japan_DP0890_2020_EPI_ISL_416634	27
hCoV_19_Japan_DP0827_2020_EPI_ISL_416632	27
hCoV_19_Japan_DP0804_2020_EPI_ISL_416631	27
hCoV_19_Japan_DP0802_2020_EPI_ISL_416629	27
hCoV_19_Japan_DP0786_2020_EPI_ISL_416628	27
hCoV_19_Japan_DP0785_2020_EPI_ISL_416627	27
hCoV_19_Japan_DP0763_2020_EPI_ISL_416623	27
hCoV_19_Japan_DP0699_2020_EPI_ISL_416617	27
hCoV_19_Japan_DP0644_2020_EPI_ISL_416611	27
hCoV_19_Japan_DP0568_2020_EPI_ISL_416609	27
hCoV_19_Japan_DP0482_2020_EPI_ISL_416606	27
hCoV_19_Japan_DP0438_2020_EPI_ISL_416600	27
hCoV_19_Japan_DP0346_2020_EPI_ISL_416597	27
hCoV_19_Japan_DP0344_2020_EPI_ISL_416596	27
hCoV_19_Japan_DP0328_2020_EPI_ISL_416595	27
hCoV_19_Japan_DP0319_2020_EPI_ISL_416594	27
hCoV_19_Japan_DP0294_2020_EPI_ISL_416592	27
hCoV_19_Japan_DP0289_2020_EPI_ISL_416590	27
hCoV_19_Japan_DP0274_2020_EPI_ISL_416586	27
hCoV_19_Japan_DP0184_2020_EPI_ISL_416580	27
hCoV_19_Japan_DP0134_2020_EPI_ISL_416577	27
hCoV_19_Japan_DP0133_2020_EPI_ISL_416576	27
hCoV_19_Japan_DP0121_2020_EPI_ISL_416575	27
hCoV_19_Japan_DP0107_2020_EPI_ISL_416574	27
hCoV_19_Japan_DP0104_2020_EPI_ISL_416573	27
hCoV_19_Japan_DP0078_2020_EPI_ISL_416572	27
hCoV_19_Japan_DP0059_2020_EPI_ISL_416569	27
hCoV_19_Hong_Kong_case2_VB20017970_2020_EPI_ISL_417064	27
hCoV_19_Hangzhou_ZJU_09_2020_EPI_ISL_416474	27
BetaCoV_Australia_VIC01_2020_EPI_ISL_406844	27
hCoV_19_Hangzhou_ZJU_03_2020_EPI_ISL_416044	27
hCoV_19_England_Sheff01_2020_EPI_ISL_414500	27
hCoV_19_England_SHEF_BFD54_2020_EPI_ISL_416740	27
hCoV_19_China_WF0009_2020_EPI_ISL_413696	27
hCoV_19_China_Shanghai_SH0121_EPI_ISL_416405	27
hCoV_19_China_Shanghai_SH0102_EPI_ISL_416394	27
hCoV_19_China_Shanghai_SH0101_EPI_ISL_416393	27
hCoV_19_China_Shanghai_SH0077_EPI_ISL_416380	27
hCoV_19_China_Shanghai_SH0054_EPI_ISL_416362	27
hCoV_19_China_Shanghai_SH0044_EPI_ISL_416353	27
hCoV_19_China_Shanghai_SH0028_EPI_ISL_416337	27
hCoV_19_China_GD2020134_P0031_2020_EPI_ISL_413883	27
hCoV_19_China_2020XN4239_P0034_2020_EPI_ISL_413888	27
hCoV_19_Australia_VIC03_2020_EPI_ISL_416411	27
hCoV_19_Australia_NSW10_2020_EPI_ISL_413596	27
hCoV_19_Australia_NSW08_2020_EPI_ISL_413594	27
_BetaCoV_Wuhan_HBCDC_HB_02_2019_EPI_ISL_412898	27
MT072688_1	27
IPBCAMS_WH_05_2020_EPI_ISL_403928	27
BetaCov_France_IDF0626_2020_EPI_ISL_408431	27
BetaCoV_Wuhan_IVDC_HB_envF13_20_2020_EPI_ISL_408514	27
BetaCoV_Wuhan_IPBCAMS_WH_03_2019_EPI_ISL_403930	27
BetaCoV_Wuhan_HBCDC_HB_01_2019_EPI_ISL_402132	27
BetaCoV_USA_WI1_2020_EPI_ISL_408670	27
BetaCoV_USA_CA9_2020_EPI_ISL_412862	27
BetaCoV_USA_CA8_2020_EPI_ISL_411955	27
BetaCoV_Sydney_3_2020_EPI_ISL_408977	27
BetaCoV_Singapore_6_2020_EPI_ISL_410537	27
BetaCoV_Singapore_3_2020_EPI_ISL_407988	27
BetaCoV_Singapore_2_2020_EPI_ISL_407987	27
BetaCoV_Singapore_1_2020_EPI_ISL_406973	27
BetaCoV_Nepal_61_2020_EPI_ISL_410301	27
BetaCoV_Jiangxi_IVDC_JX_002_2020_EPI_ISL_408486	27
BetaCoV_Jiangsu_IVDC_JS_001_2020_EPI_ISL_408488	27
BetaCoV_Japan_Hu_DP_Kng_19_020_2020_EPI_ISL_412968	27
BetaCoV_Hong_Kong_VB20026565_2020_EPI_ISL_412030	27
BetaCoV_Guangdong_20SF174_2020_EPI_ISL_406531	27
BetaCoV_Guangdong_20SF040_2020_EPI_ISL_403937	27
BetaCoV_Guangdong_20SF028_2020_EPI_ISL_403936	27
BetaCoV_Guangdong_20SF014_2020_EPI_ISL_403934	27
BetaCoV_Foshan_20SF211_2020_EPI_ISL_406536	27
BetaCoV_Foshan_20SF210_2020_EPI_ISL_406535	27
BetaCoV_Chongqing_IVDC_CQ_001_2020_EPI_ISL_408481	27
BetaCoV_China_WH_09_2020_EPI_ISL_411957	27
BetaCoV_Korea_KCDC07_2020_EPI_ISL_412871	27
BetaCoV_Beijing_233_2020_EPI_ISL_413520	27
hCov_19_Netherlands_Gelderland_1_2020_EPI_ISL_415461	27
hCov_19_China_WF0016_2020_EPI_ISL_413746	27
hCoV_19_USA_WA_UW158_2020_EPI_ISL_416696	27
hCoV_19_Netherlands_Utrecht_17_2020_EPI_ISL_415526	27
hCoV_19_Netherlands_Utrecht_16_2020_EPI_ISL_414555	27
hCoV_19_Hangzhou_ZJU_02_2020_EPI_ISL_416042	27
hCoV_19_Guangzhou_GZMU0048_2020_EPI_ISL_414691	27
hCoV_19_Guangzhou_GZMU0047_2020_EPI_ISL_414690	27
hCoV_19_Guangzhou_GZMU0044_2020_EPI_ISL_414689	27
hCoV_19_Guangzhou_GZMU0016_2020_EPI_ISL_414663	27
hCoV_19_China_WF0020_2020_EPI_ISL_413750	27
hCoV_19_China_WF0018_2020_EPI_ISL_413748	27
hCoV_19_China_WF0015_2020_EPI_ISL_413729	27
hCoV_19_China_WF0001_2020_EPI_ISL_413691	27
hCoV_19_China_Shanghai_SH0117_EPI_ISL_416403	27
hCoV_19_China_Shanghai_SH0035_EPI_ISL_416344	27
hCoV_19_China_Shanghai_SH0003_EPI_ISL_416317	27
hCoV_19_Australia_VIC07_2020_EPI_ISL_416415	27
_BetaCoV_Wuhan_HBCDC_HB_03_2020_EPI_ISL_412979	27
BetaCoV_Taiwan_3_2020_EPI_ISL_411926	27
BetaCoV_Australia_QLD03_2020_EPI_ISL_410717	27
BetaCoV_Australia_QLD02_2020_EPI_ISL_407896	27
hCoV_19_USA_CruiseA_9_2020_EPI_ISL_413614	27
hCoV_19_USA_CruiseA_5_2020_EPI_ISL_413610	27
hCoV_19_USA_CruiseA_3_2020_EPI_ISL_413608	27
hCoV_19_USA_CruiseA_22_2020_EPI_ISL_414481	27
hCoV_19_USA_CruiseA_19_2020_EPI_ISL_414479	27
hCoV_19_USA_CruiseA_16_2020_EPI_ISL_413621	27
hCoV_19_USA_CruiseA_15_2020_EPI_ISL_413620	27
hCoV_19_USA_CruiseA_13_2020_EPI_ISL_413618	27
hCoV_19_USA_WA_UW99_2020_EPI_ISL_416637	27
hCoV_19_USA_WA_UW98_2020_EPI_ISL_416636	27
hCoV_19_USA_WA_UW97_2020_EPI_ISL_416635	27
hCoV_19_USA_WA_UW95_2020_EPI_ISL_416451	27
hCoV_19_USA_WA_UW94_2020_EPI_ISL_416450	27
hCoV_19_USA_WA_UW92_2020_EPI_ISL_416448	27
hCoV_19_USA_WA_UW90_2020_EPI_ISL_416446	27
hCoV_19_USA_WA_UW89_2020_EPI_ISL_416445	27
hCoV_19_USA_WA_UW87_2020_EPI_ISL_416443	27
hCoV_19_USA_WA_UW86_2020_EPI_ISL_416442	27
hCoV_19_USA_WA_UW79_2020_EPI_ISL_416435	27
hCoV_19_USA_WA_UW76_2020_EPI_ISL_415604	27
hCoV_19_USA_WA_UW74_2020_EPI_ISL_415602	27
hCoV_19_USA_WA_UW72_2020_EPI_ISL_415600	27
hCoV_19_USA_WA_UW70_2020_EPI_ISL_415598	27
hCoV_19_USA_WA_UW68_2020_EPI_ISL_415596	27
hCoV_19_USA_WA_UW67_2020_EPI_ISL_415595	27
hCoV_19_USA_WA_UW63_2020_EPI_ISL_415591	27
hCoV_19_USA_WA_UW61_2020_EPI_ISL_415626	27
hCoV_19_USA_WA_UW57_2020_EPI_ISL_415622	27
hCoV_19_USA_WA_UW54_2020_EPI_ISL_415619	27
hCoV_19_USA_WA_UW52_2020_EPI_ISL_415617	27
hCoV_19_USA_WA_UW51_2020_EPI_ISL_415616	27
hCoV_19_USA_WA_UW49_2020_EPI_ISL_415614	27
hCoV_19_USA_WA_UW48_2020_EPI_ISL_415613	27
hCoV_19_USA_WA_UW46_2020_EPI_ISL_415611	27
hCoV_19_USA_WA_UW41_2020_EPI_ISL_415606	27
hCoV_19_USA_WA_UW39_2020_EPI_ISL_416456	27
hCoV_19_USA_WA_UW37_2020_EPI_ISL_416454	27
hCoV_19_USA_WA_UW36_2020_EPI_ISL_416453	27
hCoV_19_USA_WA_UW35_2020_EPI_ISL_414622	27
hCoV_19_USA_WA_UW34_2020_EPI_ISL_414621	27
hCoV_19_USA_WA_UW33_2020_EPI_ISL_414620	27
hCoV_19_USA_WA_UW28_2020_EPI_ISL_414597	27
hCoV_19_USA_WA_UW27_2020_EPI_ISL_414596	27
hCoV_19_USA_WA_UW26_2020_EPI_ISL_414595	27
hCoV_19_USA_WA_UW24_2020_EPI_ISL_414593	27
hCoV_19_USA_WA_UW23_2020_EPI_ISL_414592	27
hCoV_19_USA_WA_UW20_2020_EPI_ISL_414368	27
hCoV_19_USA_WA_UW190_2020_EPI_ISL_416728	27
hCoV_19_USA_WA_UW18_2020_EPI_ISL_414366	27
hCoV_19_USA_WA_UW184_2020_EPI_ISL_416722	27
hCoV_19_USA_WA_UW183_2020_EPI_ISL_416721	27
hCoV_19_USA_WA_UW17_2020_EPI_ISL_414365	27
hCoV_19_USA_WA_UW179_2020_EPI_ISL_416717	27
hCoV_19_USA_WA_UW177_2020_EPI_ISL_416715	27
hCoV_19_USA_WA_UW174_2020_EPI_ISL_416712	27
hCoV_19_USA_WA_UW173_2020_EPI_ISL_416711	27
hCoV_19_USA_WA_UW16_2020_EPI_ISL_414364	27
hCoV_19_USA_WA_UW167_2020_EPI_ISL_416705	27
hCoV_19_USA_WA_UW165_2020_EPI_ISL_416703	27
hCoV_19_USA_WA_UW15_2020_EPI_ISL_414363	27
hCoV_19_USA_WA_UW154_2020_EPI_ISL_416692	27
hCoV_19_USA_WA_UW152_2020_EPI_ISL_416690	27
hCoV_19_USA_WA_UW151_2020_EPI_ISL_416689	27
hCoV_19_USA_WA_UW150_2020_EPI_ISL_416688	27
hCoV_19_USA_WA_UW149_2020_EPI_ISL_416687	27
hCoV_19_USA_WA_UW147_2020_EPI_ISL_416685	27
hCoV_19_USA_WA_UW145_2020_EPI_ISL_416683	27
hCoV_19_USA_WA_UW143_2020_EPI_ISL_416681	27
hCoV_19_USA_WA_UW128_2020_EPI_ISL_416666	27
hCoV_19_USA_WA_UW125_2020_EPI_ISL_416663	27
hCoV_19_USA_WA_UW124_2020_EPI_ISL_416662	27
hCoV_19_USA_WA_UW121_2020_EPI_ISL_416659	27
hCoV_19_USA_WA_UW118_2020_EPI_ISL_416656	27
hCoV_19_USA_WA_UW116_2020_EPI_ISL_416654	27
hCoV_19_USA_WA_UW111_2020_EPI_ISL_416649	27
hCoV_19_USA_WA_UW106_2020_EPI_ISL_416644	27
hCoV_19_USA_WA_UW105_2020_EPI_ISL_416643	27
hCoV_19_USA_WA_UW103_2020_EPI_ISL_416641	27
hCoV_19_USA_WA_UW100_2020_EPI_ISL_416638	27
hCoV_19_USA_WA_S99_2020_EPI_ISL_417152	27
hCoV_19_USA_WA_S98_2020_EPI_ISL_417151	27
hCoV_19_USA_WA_S94_2020_EPI_ISL_417147	27
hCoV_19_USA_WA_S93_2020_EPI_ISL_417146	27
hCoV_19_USA_WA_S92_2020_EPI_ISL_417145	27
hCoV_19_USA_WA_S91_2020_EPI_ISL_417144	27
hCoV_19_USA_WA_S88_2020_EPI_ISL_417141	27
hCoV_19_USA_WA_S87_2020_EPI_ISL_417140	27
hCoV_19_USA_WA_S86_2020_EPI_ISL_417139	27
hCoV_19_USA_WA_S85_2020_EPI_ISL_417138	27
hCoV_19_USA_WA_S84_2020_EPI_ISL_417137	27
hCoV_19_USA_WA_S83_2020_EPI_ISL_417136	27
hCoV_19_USA_WA_S82_2020_EPI_ISL_417135	27
hCoV_19_USA_WA_S81_2020_EPI_ISL_417134	27
hCoV_19_USA_WA_S80_2020_EPI_ISL_417133	27
hCoV_19_USA_WA_S7_2020_EPI_ISL_416462	27
hCoV_19_USA_WA_S79_2020_EPI_ISL_417132	27
hCoV_19_USA_WA_S77_2020_EPI_ISL_417130	27
hCoV_19_USA_WA_S75_2020_EPI_ISL_417128	27
hCoV_19_USA_WA_S74_2020_EPI_ISL_417127	27
hCoV_19_USA_WA_S73_2020_EPI_ISL_417126	27
hCoV_19_USA_WA_S72_2020_EPI_ISL_417125	27
hCoV_19_USA_WA_S71_2020_EPI_ISL_417124	27
hCoV_19_USA_WA_S70_2020_EPI_ISL_417123	27
hCoV_19_USA_WA_S6_2020_EPI_ISL_416461	27
hCoV_19_USA_WA_S69_2020_EPI_ISL_417122	27
hCoV_19_USA_WA_S68_2020_EPI_ISL_417121	27
hCoV_19_USA_WA_S67_2020_EPI_ISL_417120	27
hCoV_19_USA_WA_S66_2020_EPI_ISL_417119	27
hCoV_19_USA_WA_S65_2020_EPI_ISL_417118	27
hCoV_19_USA_WA_S64_2020_EPI_ISL_417117	27
hCoV_19_USA_WA_S63_2020_EPI_ISL_417116	27
hCoV_19_USA_WA_S62_2020_EPI_ISL_417115	27
hCoV_19_USA_WA_S61_2020_EPI_ISL_417114	27
hCoV_19_USA_WA_S60_2020_EPI_ISL_417113	27
hCoV_19_USA_WA_S5_2020_EPI_ISL_416460	27
hCoV_19_USA_WA_S59_2020_EPI_ISL_417112	27
hCoV_19_USA_WA_S57_2020_EPI_ISL_417110	27
hCoV_19_USA_WA_S56_2020_EPI_ISL_417109	27
hCoV_19_USA_WA_S55_2020_EPI_ISL_417108	27
hCoV_19_USA_WA_S54_2020_EPI_ISL_417107	27
hCoV_19_USA_WA_S53_2020_EPI_ISL_417106	27
hCoV_19_USA_WA_S52_2020_EPI_ISL_417105	27
hCoV_19_USA_WA_S51_2020_EPI_ISL_417104	27
hCoV_19_USA_WA_S50_2020_EPI_ISL_417103	27
hCoV_19_USA_WA_S49_2020_EPI_ISL_417102	27
hCoV_19_USA_WA_S48_2020_EPI_ISL_417101	27
hCoV_19_USA_WA_S47_2020_EPI_ISL_417100	27
hCoV_19_USA_WA_S46_2020_EPI_ISL_417099	27
hCoV_19_USA_WA_S45_2020_EPI_ISL_417098	27
hCoV_19_USA_WA_S44_2020_EPI_ISL_417097	27
hCoV_19_USA_WA_S43_2020_EPI_ISL_417096	27
hCoV_19_USA_WA_S42_2020_EPI_ISL_417095	27
hCoV_19_USA_WA_S40_2020_EPI_ISL_417093	27
hCoV_19_USA_WA_S3_2020_EPI_ISL_413560	27
hCoV_19_USA_WA_S39_2020_EPI_ISL_417092	27
hCoV_19_USA_WA_S38_2020_EPI_ISL_417091	27
hCoV_19_USA_WA_S36_2020_EPI_ISL_417089	27
hCoV_19_USA_WA_S34_2020_EPI_ISL_417087	27
hCoV_19_USA_WA_S33_2020_EPI_ISL_417086	27
hCoV_19_USA_WA_S32_2020_EPI_ISL_417085	27
